"Reporting starts","Reporting ends","Ad name",Region,"Ad delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (IDR)",Impressions,Reach,Ends,"Attribution setting",Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Reaction/Reach,"Post engagements","Link clicks","CTR (link click-through rate)",Frequency,"Instagram follows","Page engagement","Results (initial)","Results (initial) indicator"
2026-07-01,2026-07-31,"Momen Proper",Unknown,not_delivering,22,reach,1409.09090909,30000,Daily,31,22,22,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Momen Proper",Aceh,not_delivering,1593,reach,1440.6779661,30000,Daily,2295,1618,1593,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.015694,0,,,
2026-07-01,2026-07-31,"Momen Proper",Bali,not_delivering,1054,reach,1432.63757116,30000,Daily,1510,1085,1054,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.029412,0,,,
2026-07-01,2026-07-31,"Momen Proper",Bengkulu,not_delivering,1593,reach,1493.4086629,30000,Daily,2379,1685,1593,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00062775,1,,,1.057753,0,1,,
2026-07-01,2026-07-31,"Momen Proper",Jakarta,not_delivering,1112,reach,1427.15827338,30000,Daily,1587,1145,1112,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.029676,0,,,
2026-07-01,2026-07-31,"Momen Proper",Jambi,not_delivering,1975,reach,1449.62025316,30000,Daily,2863,1992,1975,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.008608,0,,,
2026-07-01,2026-07-31,"Momen Proper","Central Java",not_delivering,9698,reach,1478.13982264,30000,Daily,14335,10010,9698,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1.032172,0,1,,
2026-07-01,2026-07-31,"Momen Proper","East Java",not_delivering,7634,reach,1444.85197799,30000,Daily,11030,7786,7634,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00026199,3,,,1.019911,0,3,,
2026-07-01,2026-07-31,"Momen Proper","Papua (province)",not_delivering,898,reach,1477.72828508,30000,Daily,1327,940,898,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.046771,0,,,
2026-07-01,2026-07-31,"Momen Proper","Special Region of Yogyakarta",not_delivering,1044,reach,1499.04214559,30000,Daily,1565,1083,1044,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.037356,0,,,
2026-07-01,2026-07-31,"Momen Proper","West Kalimantan",not_delivering,1975,reach,1472.40506329,30000,Daily,2908,2044,1975,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00050633,1,,,1.034937,0,1,,
2026-07-01,2026-07-31,"Momen Proper","South Kalimantan",not_delivering,1468,reach,1472.7520436,30000,Daily,2162,1525,1468,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.0006812,1,,,1.038828,0,1,,
2026-07-01,2026-07-31,"Momen Proper","Central Kalimantan",not_delivering,1198,reach,1430.71786311,30000,Daily,1714,1235,1198,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.030885,0,,,
2026-07-01,2026-07-31,"Momen Proper","East Kalimantan",not_delivering,1896,reach,1464.66244726,30000,Daily,2777,1970,1896,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00052743,1,,,1.03903,0,1,,
2026-07-01,2026-07-31,"Momen Proper",Lampung,not_delivering,3249,reach,1418.28254848,30000,Daily,4608,3261,3249,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.003693,0,,,
2026-07-01,2026-07-31,"Momen Proper","West Nusa Tenggara",not_delivering,2047,reach,1516.3654128,30000,Daily,3104,2152,2047,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1.051295,0,1,,
2026-07-01,2026-07-31,"Momen Proper","East Nusa Tenggara",not_delivering,2378,reach,1452.48107653,30000,Daily,3454,2414,2378,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00084104,3,,,1.015139,0,3,,
2026-07-01,2026-07-31,"Momen Proper",Riau,not_delivering,2838,reach,1468.99224806,30000,Daily,4169,2964,2838,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00070472,2,,,1.044397,0,2,,
2026-07-01,2026-07-31,"Momen Proper","South Sulawesi",not_delivering,3171,reach,1433.30179754,30000,Daily,4545,3253,3171,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.025859,0,,,
2026-07-01,2026-07-31,"Momen Proper","Central Sulawesi",not_delivering,1784,reach,1460.76233184,30000,Daily,2606,1835,1784,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1.028587,0,1,,
2026-07-01,2026-07-31,"Momen Proper","Southeast Sulawesi",not_delivering,1221,reach,1468.46846847,30000,Daily,1793,1256,1221,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.028665,0,,,
2026-07-01,2026-07-31,"Momen Proper","West Sumatra",not_delivering,2910,reach,1459.10652921,30000,Daily,4246,3008,2910,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.033677,0,,,
2026-07-01,2026-07-31,"Momen Proper","North Sumatra",not_delivering,5265,reach,1486.41975309,30000,Daily,7826,5568,5265,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00018993,1,,,1.05755,0,1,,
2026-07-01,2026-07-31,"Momen Proper",Maluku,not_delivering,979,reach,1475.9959142,30000,Daily,1445,1031,979,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00102145,4,,,1.053115,0,4,,
2026-07-01,2026-07-31,"Momen Proper","West Java",not_delivering,11937,reach,1488.14610036,30000,Daily,17764,12429,11937,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00016755,3,,,1.041216,0,3,,
2026-07-01,2026-07-31,"Momen Proper","North Sulawesi",not_delivering,2125,reach,1474.82352941,30000,Daily,3134,2171,2125,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00047059,1,,,1.021647,0,1,,
2026-07-01,2026-07-31,"Momen Proper","South Sumatra",not_delivering,3791,reach,1474.80875758,30000,Daily,5591,3942,3791,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.039831,0,,,
2026-07-01,2026-07-31,"Momen Proper","North Maluku",not_delivering,798,reach,1461.15288221,30000,Daily,1166,824,798,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.032581,0,,,
2026-07-01,2026-07-31,"Momen Proper","North Kalimantan",not_delivering,380,reach,1407.89473684,30000,Daily,535,390,380,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.026316,0,,,
2026-07-01,2026-07-31,"Momen Proper","West Papua",not_delivering,525,reach,1426.66666667,30000,Daily,749,530,525,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.009524,0,,,
2026-07-01,2026-07-31,"Momen Proper","West Sulawesi",not_delivering,1076,reach,1434.94423792,30000,Daily,1544,1076,1076,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Momen Proper",Gorontalo,not_delivering,910,reach,1463.73626374,30000,Daily,1332,936,910,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.0010989,1,,,1.028571,0,1,,
2026-07-01,2026-07-31,"Momen Proper",Banten,not_delivering,1714,reach,1474.91248541,30000,Daily,2528,1786,1714,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.042007,0,,,
2026-07-01,2026-07-31,"Momen Proper","Bangka–Belitung Islands",not_delivering,872,reach,1430.04587156,30000,Daily,1247,898,872,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.029817,0,,,
2026-07-01,2026-07-31,"Momen Proper","Riau Islands Province",not_delivering,1034,reach,1407.15667311,30000,Daily,1455,1050,1034,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00193424,2,,,1.015474,0,2,,
2026-07-01,2026-07-31,"Momen Proper",Jakarta,not_delivering,1,actions:post_interaction_gross,66,30000,Daily,66,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",1,1,,,1,0,1,,
2026-07-01,2026-07-31,"Momen Proper","Central Java",not_delivering,1,actions:post_interaction_gross,89,30000,Daily,89,2,2,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.5,1,,,1,0,1,,
2026-07-01,2026-07-31,"Momen Proper","Central Sulawesi",not_delivering,1,actions:post_interaction_gross,33,30000,Daily,33,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",1,1,,,1,0,1,,
2026-07-01,2026-07-31,"Momen Proper","West Java",not_delivering,,,,30000,Daily,1,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Momen Proper","South Sumatra",not_delivering,1,actions:post_interaction_gross,34,30000,Daily,34,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",1,1,,,1,0,1,,
2026-07-01,2026-07-31,"Tim Kopi atau Teh",Bengkulu,not_delivering,,,,30000,Daily,37,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Tim Kopi atau Teh","Central Java",not_delivering,4,actions:post_interaction_gross,32.5,30000,Daily,130,4,4,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.75,4,,,1,0,4,,
2026-07-01,2026-07-31,"Tim Kopi atau Teh","East Java",not_delivering,1,actions:post_interaction_gross,48,30000,Daily,48,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",1,1,,,1,0,1,,
2026-07-01,2026-07-31,"Tim Kopi atau Teh","South Kalimantan",not_delivering,1,actions:post_interaction_gross,123,30000,Daily,123,3,3,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.33333333,1,,,1,0,1,,
2026-07-01,2026-07-31,"Tim Kopi atau Teh","East Nusa Tenggara",not_delivering,,,,30000,Daily,48,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Tim Kopi atau Teh","North Sumatra",not_delivering,1,actions:post_interaction_gross,51,30000,Daily,51,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",1,1,,,1,0,1,,
2026-07-01,2026-07-31,"Tim Kopi atau Teh","West Java",not_delivering,1,actions:post_interaction_gross,122,30000,Daily,122,4,3,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.33333333,1,,,1.333333,0,1,,
2026-07-01,2026-07-31,"Tim Kopi atau Teh","South Sumatra",not_delivering,,,,30000,Daily,23,1,1,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Unknown,inactive,,,,30000,Daily,11,3,3,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Aceh,inactive,1,actions:post_interaction_gross,3432,30000,Daily,3432,633,605,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00165289,330,,,1.046281,0,330,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Bali,inactive,4,actions:post_interaction_gross,1515.25,30000,Daily,6061,958,910,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.0043956,528,,,1.052747,0,528,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Bengkulu,inactive,1,actions:post_interaction_gross,1633,30000,Daily,1633,301,301,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00332226,168,,,1,0,168,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Jakarta,inactive,8,actions:post_interaction_gross,2314.75,30000,Daily,18518,3171,3049,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00229583,1749,,,1.040013,0,1749,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Jambi,inactive,7,actions:post_interaction_gross,500.14285714,30000,Daily,3501,605,604,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.0115894,351,,,1.001656,0,351,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","Central Java",inactive,20,actions:post_interaction_gross,1693.3,30000,Daily,33866,6136,5725,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00349345,3407,,,1.07179,0,3407,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","East Java",inactive,24,actions:post_interaction_gross,1302.70833333,30000,Daily,31265,5392,5208,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00460829,2937,,,1.03533,0,2937,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","Papua (province)",inactive,,,,30000,Daily,1457,258,245,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,133,,,1.053061,0,133,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","Special Region of Yogyakarta",inactive,7,actions:post_interaction_gross,1089.42857143,30000,Daily,7626,1408,1330,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00451128,786,,,1.058647,0,786,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","West Kalimantan",inactive,3,actions:post_interaction_gross,1439.33333333,30000,Daily,4318,724,679,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00441826,420,,,1.066274,0,420,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","South Kalimantan",inactive,4,actions:post_interaction_gross,1186.5,30000,Daily,4746,851,841,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00475624,452,,,1.011891,0,452,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","Central Kalimantan",inactive,2,actions:post_interaction_gross,1367.5,30000,Daily,2735,457,434,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00460829,227,,,1.052995,0,227,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","East Kalimantan",inactive,5,actions:post_interaction_gross,1627,30000,Daily,8135,1375,1303,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00306984,738,,,1.055257,0,738,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Lampung,inactive,2,actions:post_interaction_gross,2806.5,30000,Daily,5613,945,931,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00214823,520,,,1.015038,0,520,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","West Nusa Tenggara",inactive,1,actions:post_interaction_gross,3151,30000,Daily,3151,514,481,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.002079,269,,,1.068607,0,269,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","East Nusa Tenggara",inactive,1,actions:post_interaction_gross,1576,30000,Daily,1576,255,248,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00403226,141,,,1.028226,0,141,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Riau,inactive,7,actions:post_interaction_gross,998.85714286,30000,Daily,6992,1215,1141,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00613497,652,,,1.064855,0,652,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","South Sulawesi",inactive,4,actions:post_interaction_gross,1727.75,30000,Daily,6911,1084,1038,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00385356,572,,,1.044316,0,572,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","Central Sulawesi",inactive,5,actions:post_interaction_gross,520.6,30000,Daily,2603,422,411,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01216545,234,,,1.026764,0,234,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","Southeast Sulawesi",inactive,2,actions:post_interaction_gross,1053.5,30000,Daily,2107,329,322,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00310559,176,,,1.021739,0,176,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","West Sumatra",inactive,5,actions:post_interaction_gross,1336.6,30000,Daily,6683,1200,1173,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00341006,672,,,1.023018,0,672,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","North Sumatra",inactive,6,actions:post_interaction_gross,1781.16666667,30000,Daily,10687,1736,1655,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00362538,981,,,1.048943,0,981,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Maluku,inactive,1,actions:post_interaction_gross,640,30000,Daily,640,108,104,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00961538,61,,,1.038462,0,61,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","West Java",inactive,24,actions:post_interaction_gross,2028.125,30000,Daily,48675,8364,8108,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.0028367,4609,,,1.031574,0,4609,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","North Sulawesi",inactive,,,,30000,Daily,1683,249,239,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,144,,,1.041841,0,144,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","South Sumatra",inactive,1,actions:post_interaction_gross,5708,30000,Daily,5708,995,979,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00102145,531,,,1.016343,0,531,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","North Maluku",inactive,1,actions:post_interaction_gross,719,30000,Daily,719,114,110,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00909091,65,,,1.036364,0,65,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","North Kalimantan",inactive,1,actions:post_interaction_gross,1136,30000,Daily,1136,193,185,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00540541,98,,,1.043243,0,98,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","West Papua",inactive,,,,30000,Daily,719,114,111,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,61,,,1.027027,0,61,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","West Sulawesi",inactive,,,,30000,Daily,846,142,134,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,76,,,1.059701,0,76,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Gorontalo,inactive,1,actions:post_interaction_gross,851,30000,Daily,851,108,105,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00952381,68,,,1.028571,0,68,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk",Banten,inactive,4,actions:post_interaction_gross,2923.25,30000,Daily,11693,2075,1996,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00200401,1114,,,1.039579,0,1114,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","Bangka–Belitung Islands",inactive,,,,30000,Daily,1250,198,194,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,117,,,1.020619,0,117,,
2026-07-01,2026-07-31,"Dapet Kerjaan di Luar Jobdesk","Riau Islands Province",inactive,2,actions:post_interaction_gross,1745,30000,Daily,3490,618,584,Ongoing,"7-day click or 1-day view",60,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00342466,325,,,1.058219,0,325,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",Aceh,not_delivering,105,reach,1371.42857143,30000,Daily,144,106,105,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.009524,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",Bali,not_delivering,37,reach,1270.27027027,30000,Daily,47,37,37,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",Bengkulu,not_delivering,35,reach,1542.85714286,30000,Daily,54,35,35,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",Jakarta,not_delivering,115,reach,1304.34782609,30000,Daily,150,115,115,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",Jambi,not_delivering,74,reach,1405.40540541,30000,Daily,104,75,74,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.013514,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing","Central Java",not_delivering,395,reach,1397.46835443,30000,Daily,552,399,395,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.010127,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing","East Java",not_delivering,295,reach,1386.44067797,30000,Daily,409,295,295,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing","Papua (province)",not_delivering,84,reach,1392.85714286,30000,Daily,117,85,84,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.011905,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing","Special Region of Yogyakarta",not_delivering,75,reach,1413.33333333,30000,Daily,106,75,75,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing","West Kalimantan",not_delivering,93,reach,1419.35483871,30000,Daily,132,94,93,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.010753,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing","South Kalimantan",not_delivering,49,reach,1469.3877551,30000,Daily,72,51,49,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.040816,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing","Central Kalimantan",not_delivering,39,reach,1384.61538462,30000,Daily,54,39,39,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing","East Kalimantan",not_delivering,77,reach,1337.66233766,30000,Daily,103,77,77,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing",Lampung,not_delivering,97,reach,1371.13402062,30000,Daily,133,99,97,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.020619,0,,,
2026-07-01,2026-07-31,"Punya Peran Masing-masing","West Nusa Tenggara",not_delivering,70,reach,1400,30000,Daily,98,72,70,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01428571,1,,,1.028571,0,1,,
