"Reporting starts","Reporting ends","Ad name",Platform,Placement,"Device platform","Ad delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (IDR)",Impressions,Reach,Ends,"Attribution setting",Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Reaction/Reach,"Post engagements","Link clicks","CTR (link click-through rate)",Frequency,"Instagram follows","Page engagement","Results (initial)","Results (initial) indicator"
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Stories",In-app,not_delivering,2,profile_visit_view,438,50000,Daily,876,60,54,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,14,2,3.333333,1.111111,1,14,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,Feed,In-app,not_delivering,9,profile_visit_view,617.33333333,50000,Daily,5556,244,218,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,79,5,2.04918,1.119266,1,79,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Explore home",In-app,not_delivering,,,,50000,Daily,3,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram Reels",In-app,not_delivering,506,profile_visit_view,333.37549407,50000,Daily,168688,9309,8610,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00336818,4505,515,5.532281,1.081185,6,4505,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram Stories",In-app,not_delivering,22,profile_visit_view,539.22727273,50000,Daily,11863,310,292,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,78,22,7.096774,1.061644,1,78,,
2026-07-01,2026-07-31,"Setiap Rasa",Instagram,Feed,In-app,not_delivering,189,profile_visit_view,460.3968254,50000,Daily,87015,4648,3751,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.02319381,300,183,3.937177,1.239136,50,300,,
2026-07-01,2026-07-31,"Setiap Rasa",Instagram,"Explore home",In-app,not_delivering,7,profile_visit_view,66.28571429,50000,Daily,464,208,202,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.0049505,8,7,3.365385,1.029703,0,8,,
2026-07-01,2026-07-31,"Setiap Rasa",Instagram,"Instagram Reels",In-app,not_delivering,141,profile_visit_view,300.31914894,50000,Daily,42345,3706,3167,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.01073571,192,145,3.912574,1.170193,19,192,,
2026-07-01,2026-07-31,"Setiap Rasa",Instagram,"Instagram Stories",In-app,not_delivering,115,profile_visit_view,370.73043478,50000,Daily,42634,1784,1528,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,115,115,6.446188,1.167539,53,115,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Instagram,Feed,In-app,not_delivering,2,profile_visit_view,614.5,50000,Daily,1229,24,22,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,4,2,8.333333,1.090909,0,4,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Instagram,"Explore home",In-app,not_delivering,,,,50000,Daily,1,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Instagram,"Instagram Reels",In-app,not_delivering,13,profile_visit_view,242,50000,Daily,3146,248,237,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,14,14,5.645161,1.046414,0,14,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Instagram,"Instagram Stories",In-app,not_delivering,,,,50000,Daily,161,7,7,Ongoing,"1-day click",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
