Date;Profile;Message;Number of Likes;Number of comments;Reactions, Comments & Shares;Post interaction rate;Reach per post;Interactions per impression/view;Impressions/views per post;Engagement;Story reach;Story views;Story replies;Story shares;Number of new followers based on the story;Profile visits based on the story;Impressions/views of posts;Number of Carousels/Albums;Number of Image Posts;Number of Reels/Shorts;Number of Stories;Profile-ID;Post-ID;Link;Image Link;
5/2/26, 11:40 AM;"PT Prima Armada Raya";"Perawatan berkala adalah bagian dari komitmen kami terhadap keamanan dan performa armada.

Di Bengkel PRIMA, setiap kendaraan dirawat secara terjadwal untuk mendukung mobilitas klien yang aman dan efisien.

Menurut Sahabat Prima, komponen apa yang paling krusial dalam perawatan kendaraan?

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";145.0;1.0;148.0;0.014289852273824467;6517.0;0.019844462322338427;7458.0;0.014289852273824467;;;;;;;7458.0;;;1.0;;9601763952;18120632791567295;https://www.instagram.com/reel/DX0rWjdpk18/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18120632791567295&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/25/26, 11:31 AM;"Prima Armada Raya";"Dalam bisnis, risiko di jalan bukan hanya soal kendaraan, tapi dampaknya ke seluruh operasional.

Keterlambatan, kerusakan barang, hingga gangguan distribusi sering berawal dari hal yang bisa diantisipasi: standar keselamatan.

Karena itu, memastikan armada tetap aman bukan lagi pilihan, tapi kebutuhan. Pastikan distribusimu berjalan lebih tenang bersama partner yang tepat.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";39.0;0.0;39.0;0.014104882459312839;51.0;0.639344262295082;61.0;0.014104882459312839;;;;;;;61.0;1.0;;;;211065008758674;211065008758674_122284770902190187;https://www.facebook.com/122101170074190187/posts/122284770902190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122284770902190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/17/26, 2:00 PM;"PT Prima Armada Raya";"Kebutuhan bisnis tidak mengenal hari libur atau alasan teknis. Bagi perusahaan dengan mobilitas tinggi, reliabilitas bukan lagi sebuah opsi, melainkan kebutuhan mendasar. 🤝

Di Prima Armada Raya (PAR), kami memandang setiap perjalanan sebagai janji yang harus ditepati. Fokus kami adalah menghapus variabel ketidakpastian dalam operasional Anda. Dengan sistem pendukung yang kuat dan dedikasi pada konsistensi, kami memastikan roda bisnis Anda tetap berputar dengan lancar, hari demi hari.

Mari bangun fondasi operasional yang lebih tangguh bersama mitra yang mengerti nilai sebuah konsistensi.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";131.0;2.0;134.0;0.012965650701499758;764.0;0.09598853868194843;1396.0;0.012965650701499758;;;;;;;1396.0;1.0;;;;9601763952;17940693915215665;https://www.instagram.com/p/DYbj1zCDH5X/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=17940693915215665&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/14/26, 10:37 AM;"ptpar";"Sinergi Menuju Masa Depan yang Tangguh

PT Prima Armada Raya sukses menyelenggarakan RUPST Tahun Buku 2025 di Jakarta \(12/05\). Pertemuan ini bukan sekadar evaluasi, tapi bukti komitmen kami bersama PT Patra Jasa dan PT Pertamina Training & Consulting dalam memperkokoh tata kelola perusahaan yang bersih dan berintegritas.

Capaian positif di tahun 2025 menjadi fondasi kuat bagi kami untuk terus memberikan value creation bagi seluruh mitra bisnis.

Terima kasih atas kepercayaan berkelanjutan dari para pemegang saham dan pemangku kepentingan. Kami siap melaju lebih jauh, memberikan layanan prima di setiap perjalanan! 🚀

#PrimaArmadaRaya #PAR #RUPST2025 #SinergiStrategis #LayananPrima";31.0;2.0;33.0;0.012716763005780347;959.0;0.016524787180771158;1997.0;0.012716763005780347;;;;;;;1997.0;;;;;71324416;urn:li:ugcPost:7460533675466870784;https://www.linkedin.com/feed/update/urn:li:ugcPost:7460533675466870784/;https://media.licdn.com/dms/image/v2/D5622AQEWannMGy4-xg/feedshare-image-high-res/B56Z4kj138HwAU-/0/1778729836260?e=1787184000&v=beta&t=KWL6w9ryrVs9-hVvniXLyJBUlYFqOz84I_Ur--6nT8E;
5/15/26, 12:00 PM;"PT Prima Armada Raya";"Keamanan bukan sekadar fitur, melainkan hasil dari persiapan yang disiplin. 

Di Prima Armada Raya (PAR), kami memahami bahwa di balik setiap tugas pengantaran, ada reputasi bisnis Anda yang sedang berjalan.

Itulah mengapa kami mengambil tanggung jawab penuh untuk memastikan setiap individu di balik kemudi bukan hanya kompeten secara teknis, tapi juga memiliki mentalitas pelayan yang unggul. Kami yang mengelola standarisasinya, Anda yang merasakan kemudahannya.

Serahkan manajemen mobilitas Anda pada tangan yang tepat. 
Hubungi kami untuk kemitraan strategis.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";126.0;3.0;129.0;0.012473409398568943;1288.0;0.05991639572689271;2153.0;0.012473409398568943;;;;;;;2153.0;1.0;;;;9601763952;18081654704566626;https://www.instagram.com/p/DYWMfQQDa5B/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18081654704566626&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/24/26, 11:10 AM;"Prima Armada Raya";"Driver Health = Business Wealth 

Di balik operasional yang lancar, ada peran driver yang sering tidak terlihat. Padahal, kondisi fisik mereka sangat menentukan keamanan di setiap perjalanan.

Driver yang sehat lebih fokus, lebih sigap, dan mampu mengambil keputusan dengan cepat di jalan. Artinya, risiko bisa ditekan dan layanan tetap berjalan konsisten.

Di PAR, kami percaya bahwa menjaga performa driver bukan hanya soal produktivitas, tapi investasi jangka panjang untuk keselamatan dan keberlanjutan operasional. Karena pada akhirnya, bisnis yang kuat dimulai dari tim yang terjaga dengan baik.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";33.0;0.0;33.0;0.011939218523878437;53.0;0.4647887323943662;71.0;0.011939218523878437;;;;;;;71.0;1.0;;;;211065008758674;211065008758674_122284647722190187;https://www.facebook.com/122101170074190187/posts/122284647722190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122284647722190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/6/26, 1:26 PM;"PT Prima Armada Raya";"Jadikan setiap perjalanan bisnis Anda lebih bermakna dan bebas stres.

PAR hadir dengan sistem terintegrasi untuk menemani setiap langkahmu.

Klik link di bio untuk lakukan pemesanan

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";121.0;1.0;123.0;0.01188750362423891;2665.0;0.03239399525941533;3797.0;0.01188750362423891;;;;;;;3797.0;1.0;;;;9601763952;18117082516690838;https://www.instagram.com/p/DX_LJcKGYB1/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18117082516690838&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/23/26, 11:45 AM;"Prima Armada Raya";"Di balik bisnis yang bergerak cepat, ada sistem operasional yang ramping. Mengelola pengemudi secara mandiri bukan hanya soal mencari orang yang bisa menyetir, tapi juga mengelola risiko, standarisasi kompetensi, hingga administrasi yang kompleks.

Prima Armada Raya (PAR) hadir untuk memangkas kerumitan tersebut. Kami menyediakan solusi manajemen pengemudi yang terintegrasi, sehingga Anda bisa meng alokasikan energi perusahaan untuk inovasi dan ekspansi. 📈

Mari berdiskusi tentang bagaimana kami dapat mendukung mobilitas bisnis Anda. Hubungi kami melalui tautan di bio!

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";29.0;0.0;29.0;0.010492040520984082;50.0;0.3918918918918919;74.0;0.010492040520984082;;;;;;;74.0;1.0;;;;211065008758674;211065008758674_122284526342190187;https://www.facebook.com/122101170074190187/posts/122284526342190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122284526342190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/23/26, 8:36 AM;"Prima Armada Raya";"Prima Armada Raya turut berpartisipasi dalam gelaran Kick Off Pertamina Goes To Campus (PGTC) 2026 yang berlangsung di Institut Teknologi Bandung (ITB).

Melalui momentum ini, Prima Armada Raya hadir untuk mendukung kolaborasi dengan dunia pendidikan serta membuka ruang pengembangan bagi generasi muda Indonesia.

Dalam kesempatan tersebut, Patra Jasa Group menghadirkan booth interaktif yang memperkenalkan lini bisnis perusahaan, sekaligus memberikan insight seputar industri dan peluang karier kepada para mahasiswa yang hadir. Sebagai bagian dari Patra Jasa Group, Prima Armada Raya turut hadir menyapa para pengunjung dan berbagi informasi mengenai perusahaan.

Antusiasme pengunjung terlihat dari partisipasi dalam berbagai games interaktif serta ketertarikan terhadap informasi yang dibagikan selama kegiatan berlangsung.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";28.0;0.0;28.0;0.010130246020260492;59.0;0.4307692307692308;65.0;0.010130246020260492;;;;;;;65.0;;;1.0;;211065008758674;211065008758674_122284511384190187;https://www.facebook.com/reel/1378741667647290/;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122284511384190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/18/26, 4:36 PM;"Prima Armada Raya";"Padahal udah nganterin sampe ke mobil lho ini 🥹🙏

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";27.0;0.0;27.0;0.00976491862567812;100.0;0.25;108.0;0.00976491862567812;;;;;;;108.0;;;1.0;;211065008758674;211065008758674_122283924884190187;https://www.facebook.com/reel/1524753922644191/;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122283924884190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/22/26, 10:30 AM;"Prima Armada Raya";"Merawat kendaraan tepat waktu adalah bentuk cost control cerdas untuk menjaga performa armada tetap prima dan memperpanjang usia aset Anda. Jangan tunggu mesin protes baru bertindak!

Gak sempat ke bengkel? Home Service Car PAR solusinya! Kami datang langsung ke lokasi Anda untuk:
🧑‍🔧Ganti Oli & Tune Up
🧑‍🔧Pengecekan Kendaraan Menyeluruh
🧑‍🔧Perawatan Berkala

Lebih praktis, efisien, dan tetap profesional. Klik link di bio untuk panggil teknisi kami ke lokasi Anda sekarang!

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";26.0;0.0;26.0;0.009403254972875226;35.0;0.5416666666666666;48.0;0.009403254972875226;;;;;;;48.0;1.0;;;;211065008758674;211065008758674_122284395224190187;https://www.facebook.com/122101170074190187/posts/122284395224190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122284395224190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/21/26, 11:20 AM;"Prima Armada Raya";"Mengelola kendaraan operasional bukan cuma soal punya unit—tapi soal efisiensi, risiko, dan fokus bisnis.

Mulai dari biaya awal, perawatan, hingga potensi downtime, setiap pilihan punya konsekuensinya. Melalui layanan Prima Fleet Service dari PT Prima Armada Raya, perusahaan bisa mengoptimalkan operasional tanpa terbebani kompleksitas pengelolaan kendaraan.

Sudah pilih strategi yang paling sesuai untuk bisnismu?

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";25.0;0.0;25.0;0.009041591320072333;38.0;0.49019607843137253;51.0;0.009041591320072333;;;;;;;51.0;1.0;;;;211065008758674;211065008758674_122284284806190187;https://www.facebook.com/122101170074190187/posts/122284284806190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122284284806190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/19/26, 1:30 PM;"Prima Armada Raya";"Dalam operasional logistik, tantangan tidak selalu bisa diprediksi.

Mulai dari lonjakan permintaan hingga kondisi di lapangan, yang membedakan adalah bagaimana standar tetap dijaga, bukan hanya saat situasi ideal, tapi justru ketika kondisi sedang padat. Karena konsistensi bukan tentang momen tertentu, tapi komitmen di setiap perjalanan.

Percayakan distribusimu pada partner yang siap di segala kondisi.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";24.0;0.0;24.0;0.00867992766726944;42.0;0.4067796610169492;59.0;0.00867992766726944;;;;;;;59.0;1.0;;;;211065008758674;211065008758674_122284046690190187;https://www.facebook.com/122101170074190187/posts/122284046690190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122284046690190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/12/26, 11:24 AM;"ptpar";"Pencapaian ini adalah hasil komitmen bersama

Kami dengan bangga menerima Gold Award dalam WSO Indonesia Safety Culture Award 2026 \(WISCA\)

Sebuah apresiasi atas upaya berkelanjutan dalam membangun budaya keselamatan kerja yang kuat dan berkelanjutan. Lebih dari sekadar kepatuhan, safety culture adalah tentang bagaimana setiap individu memiliki kesadaran, kepedulian, dan keberanian untuk menjaga satu sama lain di tempat kerja. Ini adalah fondasi yang kami bangun setiap hari, melalui kolaborasi, komunikasi terbuka, dan konsistensi dalam menerapkan prinsip K3.

Penghargaan ini bukanlah akhir, melainkan pengingat untuk terus bertumbuh dan meningkatkan standar keselamatan di setiap lini.
Terima kasih kepada seluruh tim yang telah menjadi bagian dari perjalanan ini. 🤝

Bersama, kita ciptakan lingkungan kerja yang lebih aman dan berkelanjutan.

#SafetyCulture #K3 #WISCA2026 #WSOIndonesia #SahabatPrima";22.0;0.0;22.0;0.008494208494208495;566.0;0.021032504780114723;1046.0;0.008494208494208495;;;;;;;1046.0;;;;;71324416;urn:li:ugcPost:7459820840298164224;https://www.linkedin.com/feed/update/urn:li:ugcPost:7459820840298164224/;https://media.licdn.com/dms/image/v2/D5622AQGn7cWUNqTlNA/feedshare-image-high-res/B56Z4abhaVGgAU-/0/1778559883125?e=1787184000&v=beta&t=AnF50-NjJ5kwDmcImiC9WlqDQjotke-WkpbX8OrFvSw;
5/4/26, 1:23 PM;"PT Prima Armada Raya";"Sahabat Prima, membawa penumpang bukan sekadar sampai tujuan. 

Ini tentang etika dan rasa aman yang Anda berikan. Simak tiga hal berikut untuk memahami etika yang harus dimiliki pengendara profesional saat berkendara!

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";86.0;1.0;87.0;0.008404985025601391;895.0;0.05295191722458917;1643.0;0.008404985025601391;;;;;;;1643.0;1.0;;;;9601763952;17877649047592316;https://www.instagram.com/p/DX6BP6Ima6P/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=17877649047592316&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/17/26, 2:00 PM;"Prima Armada Raya";"Kebutuhan bisnis tidak mengenal hari libur atau alasan teknis. Bagi perusahaan dengan mobilitas tinggi, reliabilitas bukan lagi sebuah opsi, melainkan kebutuhan mendasar. 🤝

Di Prima Armada Raya (PAR), kami memandang setiap perjalanan sebagai janji yang harus ditepati. Fokus kami adalah menghapus variabel ketidakpastian dalam operasional Anda. Dengan sistem pendukung yang kuat dan dedikasi pada konsistensi, kami memastikan roda bisnis Anda tetap berputar dengan lancar, hari demi hari.

Mari bangun fondasi operasional yang lebih tangguh bersama mitra yang mengerti nilai sebuah konsistensi.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";16.0;0.0;16.0;0.005788712011577424;36.0;0.34782608695652173;46.0;0.005788712011577424;;;;;;;46.0;1.0;;;;211065008758674;211065008758674_122283766322190187;https://www.facebook.com/122101170074190187/posts/122283766322190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122283766322190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/24/26, 11:10 AM;"PT Prima Armada Raya";"Driver Health = Business Wealth 

Di balik operasional yang lancar, ada peran driver yang sering tidak terlihat. Padahal, kondisi fisik mereka sangat menentukan keamanan di setiap perjalanan.

Driver yang sehat lebih fokus, lebih sigap, dan mampu mengambil keputusan dengan cepat di jalan. Artinya, risiko bisa ditekan dan layanan tetap berjalan konsisten.

Di PAR, kami percaya bahwa menjaga performa driver bukan hanya soal produktivitas, tapi investasi jangka panjang untuk keselamatan dan keberlanjutan operasional. Karena pada akhirnya, bisnis yang kuat dimulai dari tim yang terjaga dengan baik.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";56.0;1.0;59.0;0.005523827356989046;990.0;0.03128313891834571;1886.0;0.005523827356989046;;;;;;;1886.0;1.0;;;;9601763952;18077765258215425;https://www.instagram.com/p/DYtR3sJAb4k/;https://us-central1-fanpagekarma.cloudfunctions.net/img_in?mediaId=18077765258215425&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/14/26, 10:32 AM;"Prima Armada Raya";"Sinergi Menuju Masa Depan yang Tangguh

PT Prima Armada Raya sukses menyelenggarakan RUPST Tahun Buku 2025 di Jakarta (12/05). Pertemuan ini bukan sekadar evaluasi, tapi bukti komitmen kami bersama PT Patra Jasa dan PT Pertamina Training & Consulting dalam memperkokoh tata kelola perusahaan yang bersih dan berintegritas.

Capaian positif di tahun 2025 menjadi fondasi kuat bagi kami untuk terus memberikan value creation bagi seluruh mitra bisnis.

Terima kasih atas kepercayaan berkelanjutan dari para pemegang saham dan pemangku kepentingan. Kami siap melaju lebih jauh, memberikan layanan prima di setiap perjalanan! 🚀

#PrimaArmadaRaya #PAR #RUPST2025 #SinergiStrategis #LayananPrima";15.0;0.0;15.0;0.005426917510853835;30.0;0.36585365853658536;41.0;0.005426917510853835;;;;;;;41.0;1.0;;;;211065008758674;211065008758674_122283243386190187;https://www.facebook.com/122101170074190187/posts/122283243386190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122283243386190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/15/26, 12:00 PM;"Prima Armada Raya";"Keamanan bukan sekadar fitur, melainkan hasil dari persiapan yang disiplin. 

Di Prima Armada Raya (PAR), kami memahami bahwa di balik setiap tugas pengantaran, ada reputasi bisnis Anda yang sedang berjalan.

Itulah mengapa kami mengambil tanggung jawab penuh untuk memastikan setiap individu di balik kemudi bukan hanya kompeten secara teknis, tapi juga memiliki mentalitas pelayan yang unggul. Kami yang mengelola standarisasinya, Anda yang merasakan kemudahannya.

Serahkan manajemen mobilitas Anda pada tangan yang tepat. 
Hubungi kami untuk kemitraan strategis.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";15.0;0.0;15.0;0.005426917510853835;41.0;0.23809523809523808;63.0;0.005426917510853835;;;;;;;63.0;1.0;;;;211065008758674;211065008758674_122283431678190187;https://www.facebook.com/122101170074190187/posts/122283431678190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122283431678190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/11/26, 5:02 PM;"Prima Armada Raya";"Kami dengan bangga menerima Gold Award dalam WSO Indonesia Safety Culture Award 2026 (WISCA) ✨

Sebuah apresiasi atas upaya berkelanjutan dalam membangun budaya keselamatan kerja yang kuat dan berkelanjutan. Lebih dari sekadar kepatuhan, safety culture adalah tentang bagaimana setiap individu memiliki kesadaran, kepedulian, dan keberanian untuk menjaga satu sama lain di tempat kerja. Ini adalah fondasi yang kami bangun setiap hari, melalui kolaborasi, komunikasi terbuka, dan konsistensi dalam menerapkan prinsip K3.

Penghargaan ini bukanlah akhir, melainkan pengingat untuk terus bertumbuh dan meningkatkan standar keselamatan di setiap lini.
Terima kasih kepada seluruh tim yang telah menjadi bagian dari perjalanan ini. 🤝

Bersama, kita ciptakan lingkungan kerja yang lebih aman dan berkelanjutan.

#SafetyCulture #WISCA2026 #WSOIndonesia #LayananPRIMA";14.0;0.0;14.0;0.005065123010130246;38.0;0.22950819672131148;61.0;0.005065123010130246;;;;;;;61.0;1.0;;;;211065008758674;211065008758674_122282692172190187;https://www.facebook.com/122101170074190187/posts/122282692172190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122282692172190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
5/12/26, 1:00 PM;"Prima Armada Raya";"Di momen seperti ini, kebutuhan mobilitas sering kali meningkat secara tiba-tiba. 

Tanpa perencanaan yang tepat, keterbatasan armada bisa berdampak pada operasional. Melalui layanan sewa kendaraan korporasi dari Prima Armada Raya, perusahaan dapat mengantisipasi lonjakan kebutuhan transportasi dengan lebih fleksibel dan efisien.

Mulai dari ketersediaan armada yang siap digunakan hingga sistem operasional yang profesional, semua dirancang untuk memastikan mobilitas tetap lancar, bahkan di periode high demand.

Saatnya pastikan tim Anda tetap bergerak, tanpa kendala.
Segera diskusikan kebutuhan logistik bisnismu bersama tim PAR.

#MelayaniSepenuhHatiDenganPRIMA #AlwaysPRIMA #SelaluPrima #PARMemberOfPertamina";13.0;0.0;13.0;0.004703328509406657;30.0;0.30952380952380953;42.0;0.004703328509406657;;;;;;;42.0;1.0;;;;211065008758674;211065008758674_122282877056190187;https://www.facebook.com/122101170074190187/posts/122282877056190187;https://us-central1-fanpagekarma.cloudfunctions.net/img_fb?fb_post_id=211065008758674_122282877056190187&access_token=EAAF4y12rbhoBSEJXTnDZCXcDV0F36qvUzKBQYpOfkyQYYxhv7nndgJoJZCI64P6UX4oUbY14gESJzZCu1jJLfHkeZBvPMDLPnspak8Np6ovZCrCdKUVxKxjYPbdZCCbFFaU8c7SOnlKWpEjZApwgwPDSjCbQY896U2VdKnyefI6PqB71cudeUO5yXm8tupZA;
